sigla_uf,id_municipio,quantidade_bovinos_total
SC,4211207,4765
SC,4211256,2901
SC,4211306,3047
SC,4211405,7918
SC,4211454,12438
SC,4211504,1612
SC,4211603,7186
SC,4211652,11774
SC,4211702,27130
SC,4211751,15355
SC,4211801,23731
SC,4211850,5850
SC,4211876,5880
SC,4211892,29151
SC,4211900,1917
SC,4212007,22046
SC,4212056,9730
SC,4212106,47286
SC,4212205,19181
SC,4212239,21065
SC,4212254,2344
SC,4212270,19510
SC,4212304,5879
SC,4212403,5660
SC,4212502,3646
SC,4212601,8283
SC,4212650,5879
SC,4212700,13130
SC,4212809,3716
SC,4212908,15414
SC,4213005,3403
SC,4213104,12127
SC,4213153,6092
SC,4213203,6253
SC,4213302,16344
SC,4213351,4486
SC,4213401,11013
SC,4213500,3816
SC,4213609,17751
SC,4213708,21980
SC,4213807,2851
SC,4213906,6686
SC,4214003,16664
SC,4214102,6020
SC,4214151,11816
SC,4214201,29701
SC,4214300,6950
SC,4214409,16107
SC,4214508,16770
SC,4214607,16325
SC,4214706,8569
SC,4214805,7772
SC,4214904,22198
SC,4215000,10462
SC,4215059,6232
SC,4215075,21156
SC,4215109,2516
SC,4215208,31744
SC,4215307,11191
SC,4215356,18359
SC,4215406,7487
SC,4215455,4948
SC,4215505,15947
SC,4215554,10273
SC,4215604,7163
SC,4215653,5560
SC,4215679,14345
SC,4215687,15487
SC,4215695,9042
SC,4215703,5963
SC,4215752,15820
SC,4215802,5799
SC,4215901,12155
SC,4216008,30563
SC,4216057,4391
SC,4216107,16957
SC,4216206,891
SC,4216255,26034
SC,4216305,7154
SC,4216354,5100
SC,4216404,6933
SC,4216503,55025
SC,4216602,1625
SC,4216701,35380
SC,4216800,39621
SC,4216909,29721
SC,4217006,11499
SC,4217105,10750
SC,4217154,10726
SC,4217204,22906
SC,4217253,3052
SC,4217303,26711
SC,4217402,951
SC,4217501,26340
SC,4217550,8659
SC,4217600,6399
SC,4217709,5034
SC,4217758,13151
SC,4217808,33234
SC,4217907,13271
SC,4217956,6221
SC,4218004,10426
SC,4218103,4525
SC,4218202,3574
SC,4218251,10761
SC,4218301,2423
SC,4218350,2626
SC,4218400,7988
SC,4218509,19392
SC,4218608,5158
SC,4218707,19448
SC,4218756,20426
SC,4218806,5330
SC,4218855,13907
SC,4218905,23875
SC,4218954,10370
SC,4219002,8177
SC,4219101,8766
SC,4219150,13325
SC,4219176,8969
SC,4219200,6425
SC,4219309,24248
SC,4219358,6903
SC,4219408,8826
SC,4219507,19324
SC,4219606,26768
SC,4219705,23939
SC,4219853,9108
SC,4220000,1453
RS,4300034,93734
RS,4300059,8930
RS,4300109,15489
RS,4300208,13621
RS,4300307,29801
RS,4300406,576727
RS,4300455,7978
RS,4300471,5773
RS,4300505,25364
RS,4300554,3868
RS,4300570,1925
RS,4300604,24
RS,4300638,15850
RS,4300646,4921
RS,4300661,11936
RS,4300703,11869
RS,4300802,14228
RS,4300851,11261
RS,4300877,680
RS,4300901,27720
RS,4301008,12104
RS,4301057,2287
RS,4301073,2969
RS,4301107,12030
RS,4301206,11318
RS,4301305,93480
RS,4301404,5359
RS,4301503,22830
RS,4301552,3915
RS,4301602,243055
RS,4301636,2676
RS,4301651,5066
RS,4301701,13984
RS,4301750,6268
RS,4301800,23755
RS,4301859,3215
RS,4301875,54098
RS,4301909,19569
RS,4301925,14475
RS,4301958,2745
RS,4302006,18121
RS,4302055,4588
RS,4302105,1743
RS,4302154,2980
RS,4302204,11226
RS,4302220,12242
RS,4302238,7516
RS,4302253,5096
RS,4302303,94151
RS,4302352,4096
RS,4302378,2456
RS,4302402,7211
RS,4302451,7922
RS,4302501,106617
RS,4302584,5057
RS,4302600,2453
RS,4302659,3045
RS,4302709,19154
RS,4302808,178911
RS,4302907,138008
RS,4303004,137237
RS,4303103,6
RS,4303202,7665
RS,4303301,11621
RS,4303400,15369
RS,4303509,46971
RS,4303558,6805
RS,4303608,27057
RS,4303673,10132
RS,4303707,20743
RS,4303806,5776
RS,4303905,1147
RS,4304002,3294
RS,4304101,8344
RS,4304200,32042
RS,4304309,22336
RS,4304358,35451
RS,4304408,1114
RS,4304507,120293
RS,4304606,366
RS,4304614,4938
RS,4304622,14083
RS,4304630,2214
RS,4304655,37390
RS,4304663,192
RS,4304671,10406
RS,4304689,9166
RS,4304697,4051
RS,4304705,9184
RS,4304713,8849
RS,4304804,12071
RS,4304853,3763
RS,4304903,15652
RS,4304952,7342
RS,4305009,16790
RS,4305108,32183
RS,4305116,6385
RS,4305124,22960
RS,4305132,3305
RS,4305157,2834
RS,4305173,4160
RS,4305207,12752
RS,4305306,18794
RS,4305355,4758
RS,4305371,4416
RS,4305405,7870
RS,4305439,9291
RS,4305447,4708
RS,4305454,7753
RS,4305504,7307
RS,4305587,4390
RS,4305603,6370
RS,4305702,11549
RS,4305801,9368
RS,4305835,5368
RS,4305850,8356
RS,4305871,5680
RS,4305900,5232
RS,4305934,2423
RS,4305959,4611
RS,4305975,5725
RS,4306007,25439
RS,4306056,24933
RS,4306072,4445
RS,4306106,15001
RS,4306130,5294
RS,4306205,10463
RS,4306304,7048
RS,4306320,7523
RS,4306353,22983
RS,4306379,35950
RS,4306403,1289
RS,4306429,4153
RS,4306452,5792
RS,4306502,29782
RS,4306551,1299
RS,4306601,299153
RS,4306700,3691
RS,4306734,8261
RS,4306759,2663
RS,4306767,13563
RS,4306809,4791
RS,4306908,90256
RS,4306924,1624
RS,4306932,17354
RS,4306957,3877
RS,4306973,3504
RS,4307005,10899
RS,4307054,6654
RS,4307104,66358
RS,4307203,17221
RS,4307302,15110
RS,4307401,22163
RS,4307450,7400
RS,4307500,22918
RS,4307559,3293
RS,4307609,783
RS,4307708,0
RS,4307807,16093
RS,4307815,5945
RS,4307831,11974
RS,4307864,7288
RS,4307906,7314
RS,4308003,6519
RS,4308052,7997
RS,4308078,6449
RS,4308102,2370
RS,4308201,2728
RS,4308250,3177
RS,4308300,14791
RS,4308409,34048
RS,4308433,7502
RS,4308458,9893
RS,4308508,17287
RS,4308607,2887
RS,4308656,59443
RS,4308706,5363
RS,4308805,20092
RS,4308854,6312
RS,4308904,6061
RS,4309001,16123
RS,4309050,21019
RS,4309100,2022
RS,4309126,3104
RS,4309159,3884
RS,4309209,9951
RS,4309258,8168
RS,4309308,8938
RS,4309407,9160
RS,4309506,13790
RS,4309555,2804
RS,4309571,2364
RS,4309605,11794
RS,4309654,39915
RS,4309704,9998
RS,4309753,4327
RS,4309803,8319
RS,4309902,11623
RS,4309951,7476
RS,4310009,24524
RS,4310108,3654
RS,4310207,23478
RS,4310306,1933
RS,4310330,16
RS,4310363,3988
RS,4310405,7861
RS,4310413,3339
RS,4310439,23081
RS,4310462,3543
RS,4310504,13329
RS,4310538,2355
RS,4310553,92917
RS,4310579,4903
RS,4310603,150258
RS,4310652,2458
RS,4310702,13357
RS,4310751,5311
RS,4310801,1324
RS,4310850,6580
RS,4310876,9886
RS,4310900,3867
RS,4311007,91375
RS,4311106,42650
RS,4311122,28932
RS,4311130,42723
RS,4311155,41285
RS,4311205,60580
RS,4311239,1606
RS,4311254,13385
RS,4311270,3847
RS,4311304,27798
RS,4311403,3077
RS,4311429,486
RS,4311502,165750
RS,4311601,9100
RS,4311627,1153
RS,4311643,1448
RS,4311700,19411
RS,4311718,83388
RS,4311734,2159
RS,4311759,91970
RS,4311775,4429
RS,4311791,2676
RS,4311809,21372
RS,4311908,10233
RS,4311981,7301
RS,4312005,8050
RS,4312054,8177
RS,4312104,18350
RS,4312138,4301
RS,4312153,4006
RS,4312179,6718
RS,4312203,11300
RS,4312252,19510
RS,4312302,8022
RS,4312351,4771
RS,4312377,15517
RS,4312385,768
RS,4312401,12697
RS,4312427,2840
RS,4312443,2820
RS,4312450,9236
RS,4312476,984
RS,4312500,42015
RS,4312609,1782
RS,4312617,22698
RS,4312625,3455
RS,4312658,5461
RS,4312674,4786
RS,4312708,6463
RS,4312757,6548
RS,4312807,5285
RS,4312906,15036
RS,4312955,5847
RS,4313003,4990
RS,4313011,11374
RS,4313037,12122
RS,4313060,759
RS,4313086,2022
RS,4313102,14192
RS,4313201,6214
RS,4313300,7659
RS,4313334,8334
RS,4313359,7437
RS,4313375,7043
RS,4313391,5068
RS,4313409,5130
RS,4313425,6962
RS,4313441,3509
RS,4313466,3933
RS,4313490,4574
RS,4313508,20206
RS,4313607,10180
RS,4313656,26537
RS,4313706,16295
RS,4313805,12764
RS,4313904,16560
RS,4313953,22348
RS,4314001,8255
RS,4314027,7988
RS,4314035,874
RS,4314050,3718
RS,4314068,6522
RS,4314076,15255
RS,4314100,9566
RS,4314134,5005
RS,4314159,7557
RS,4314175,62050
RS,4314209,31829
RS,4314308,8033
RS,4314407,41272
RS,4314423,1085
RS,4314456,6865
RS,4314464,12109
RS,4314472,17156
RS,4314498,8995
RS,4314506,117051
RS,4314548,1401
RS,4314555,23121
RS,4314605,130357
RS,4314704,10708
RS,4314753,2087
RS,4314779,9622
RS,4314787,4715
RS,4314803,7709
RS,4314902,4612
RS,4315008,21853
RS,4315057,7049
RS,4315073,10885
RS,4315107,25214
RS,4315131,3810
RS,4315149,1780
RS,4315156,9623
RS,4315172,6024
RS,4315206,7322
RS,4315305,232149
RS,4315313,3665
RS,4315321,22162
RS,4315354,11723
RS,4315404,6978
RS,4315453,5307
RS,4315503,35045
RS,4315552,12571
RS,4315602,96625
RS,4315701,89845
RS,4315750,1723
RS,4315800,7817
RS,4315909,5248
RS,4315958,11907
RS,4316006,9203
RS,4316105,8502
RS,4316204,13868
RS,4316303,28615
RS,4316402,284845
RS,4316428,2381
RS,4316436,6647
RS,4316451,5543
RS,4316477,8125
RS,4316501,4584
RS,4316600,16693
RS,4316709,12732
RS,4316733,5156
RS,4316758,5665
RS,4316808,22326
RS,4316907,88240
RS,4316956,2919
RS,4316972,40843
RS,4317004,64850
RS,4317103,512941
RS,4317202,20111
RS,4317251,851
RS,4317301,141357
RS,4317400,151612
RS,4317509,18823
RS,4317558,3991
RS,4317608,50636
RS,4317707,121130
RS,4317756,3712
RS,4317806,8759
RS,4317905,42053
RS,4317954,4348
RS,4318002,137928
RS,4318051,3948
RS,4318101,175156
RS,4318200,102044
RS,4318309,264127
RS,4318408,24401
RS,4318424,8170
RS,4318432,3174
RS,4318440,8044
RS,4318457,2933
RS,4318465,3091
RS,4318481,2179
RS,4318499,5966
RS,4318507,40753
RS,4318606,12107
RS,4318614,2023
RS,4318622,46040
RS,4318705,549
RS,4318804,87199
RS,4318903,51320
RS,4319000,4831
RS,4319109,8451
RS,4319125,29929
RS,4319158,42225
RS,4319208,31415
RS,4319307,23325
RS,4319356,2050
RS,4319364,1982
RS,4319372,9071
RS,4319406,53697
RS,4319505,3345
RS,4319604,102986
RS,4319703,5808
RS,4319711,3160
RS,4319737,2383
RS,4319752,732
RS,4319802,68189
RS,4319901,3052
RS,4320008,36
RS,4320107,9496
RS,4320206,13637
RS,4320230,6966
RS,4320263,5968
RS,4320305,9914
RS,4320321,6759
RS,4320354,9809
RS,4320404,9503
RS,4320453,3562
RS,4320503,8716
RS,4320552,3871
RS,4320578,5514
RS,4320602,10639
RS,4320651,3883
RS,4320677,9437
RS,4320701,3865
RS,4320800,40898
RS,4320859,2937
RS,4320909,6934
RS,4321006,5106
RS,4321105,19239
RS,4321204,19121
RS,4321303,10783
RS,4321329,6598
RS,4321352,27199
RS,4321402,13932
RS,4321436,3536
RS,4321451,15932
RS,4321469,2527
RS,4321477,15714
RS,4321493,12836
RS,4321501,3294
RS,4321600,1954
RS,4321626,5504
RS,4321634,6479
RS,4321667,5582
RS,4321709,2541
RS,4321808,17029
RS,4321832,2721
RS,4321857,7281
RS,4321907,19550
RS,4321956,8998
RS,4322004,22745
RS,4322103,6399
RS,4322152,7275
RS,4322186,4934
RS,4322202,55245
RS,4322251,4723
RS,4322301,20705
RS,4322327,12046
RS,4322343,10413
RS,4322350,5417
RS,4322376,42182
RS,4322400,323508
RS,4322509,46361
RS,4322525,17150
RS,4322533,9632
RS,4322541,463
RS,4322558,2826
RS,4322608,37115
RS,4322707,13853
RS,4322806,9020
RS,4322855,8737
RS,4322905,9505
RS,4323002,52462
RS,4323101,14093
RS,4323200,6667
RS,4323309,4612
RS,4323358,4468
RS,4323408,9252
RS,4323457,22584
RS,4323507,8503
RS,4323606,5225
RS,4323705,6211
RS,4323754,11586
RS,4323770,7172
RS,4323804,16
MS,5000203,485095
MS,5000252,328682
MS,5000609,274963
MS,5000708,263304
MS,5000807,251139
MS,5000856,58776
MS,5000906,51314
MS,5001003,172750
MS,5001102,794825
MS,5001243,33634
MS,5001508,186775
MS,5001904,207126
MS,5002001,144993
MS,5002100,402177
MS,5002159,173058
MS,5002209,299027
MS,5002308,463033
MS,5002407,75799
MS,5002605,439147
MS,5002704,520524
MS,5002803,238166
MS,5002902,266164
MS,5002951,126995
MS,5003108,228853
MS,5003157,64023
MS,5003207,1927002
MS,5003256,143737
MS,5003306,427082
MS,5003454,75664
MS,5003488,188095
MS,5003504,7492
MS,5003702,118318
MS,5003751,75900
MS,5003801,15330
MS,5003900,278654
MS,5004007,56528
MS,5004106,97061
MS,5004304,266348
MS,5004403,416756
MS,5004502,32435
MS,5004601,168981
MS,5004700,140308
MS,5004809,37929
MS,5004908,177432
MS,5005004,170894
MS,5005103,117351
MS,5005152,85783
MS,5005202,12249
MS,5005251,45129
MS,5005400,144991
MS,5005608,311693
MS,5005681,25967
MS,5005707,178523
MS,5005806,390417
MS,5006002,169838
MS,5006200,359033
MS,5006259,68450
MS,5006275,332177
MS,5006309,448801
MS,5006358,95820
MS,5006408,230172
MS,5006606,121079
MS,5006903,647006
MS,5007109,1085497
MS,5007208,103523
MS,5007307,125423
MS,5007406,533366
MS,5007505,145700
MS,5007554,544691
MS,5007695,172561
MS,5007703,68471
MS,5007802,190110
MS,5007901,219712
MS,5007935,139587
MS,5007950,161553
MS,5007976,61605
MS,5008008,255474
MS,5008305,500672
MS,5008404,20489
MT,5100102,30156
MT,5100201,297349
MT,5100250,618157
MT,5100300,158603
MT,5100359,20613
MT,5100409,235
MT,5100508,59802
MT,5100607,14404
MT,5100805,247374
MT,5101001,228955
MT,5101209,62
MT,5101258,185038
MT,5101308,26337
MT,5101407,439177
MT,5101605,225979
MT,5101704,206180
MT,5101803,360017
MT,5101852,109829
MT,5101902,312603
MT,5102504,799581
MT,5102603,209104
MT,5102637,103155
MT,5102678,96765
MT,5102686,59015
MT,5102694,127836
MT,5102702,170764
MT,5102793,222347
MT,5102850,362921
MT,5103007,119601
MT,5103056,36910
MT,5103106,454709
MT,5103205,289101
MT,5103254,366060
MT,5103304,250739
MT,5103353,327332
MT,5103361,51973
MT,5103379,245776
MT,5103403,74731
MT,5103437,48717
MT,5103452,63429
MT,5103502,78888
MT,5103601,90101
MT,5103700,19281
MT,5103809,141354
MT,5103858,115792
MT,5103908,69448
MT,5103957,83641
MT,5104104,245084
MT,5104203,106802
MT,5104500,77049
MT,5104526,15021
MT,5104542,34500
MT,5104559,101840
MT,5104609,278828
MT,5104807,66652
MT,5104906,55371
MT,5105002,186426
MT,5105101,770595
MT,5105150,545993
MT,5105176,155605
MT,5105200,122495
MT,5105234,137053
MT,5105259,24328
MT,5105309,30589
MT,5105507,853004
MT,5105580,160323
MT,5105606,194226
MT,5105622,135762
MT,5105903,82269
MT,5106000,53936
MT,5106109,122963
MT,5106158,347789
MT,5106174,56746
MT,5106182,204367
MT,5106190,108860
MT,5106208,104049
MT,5106216,347130
MT,5106224,102990
MT,5106232,67683
MT,5106240,61874
MT,5106257,273149
MT,5106265,294182
MT,5106273,67350
MT,5106281,212016
MT,5106299,317573
MT,5106307,340280
MT,5106315,32877
MT,5106372,275579
MT,5106422,342954
MT,5106455,87943
MT,5106505,289359
MT,5106653,127653
MT,5106703,25547
MT,5106752,521952
MT,5106778,99306
MT,5106802,99562
MT,5106828,447434
MT,5106851,89802
MT,5107008,260050
MT,5107040,39076
MT,5107065,89024
MT,5107107,182524
MT,5107156,37456
MT,5107180,277711
MT,5107198,27114
MT,5107206,42538
MT,5107248,27075
MT,5107263,107697
MT,5107297,56921
MT,5107305,99778
MT,5107354,269925
MT,5107404,20083
MT,5107578,246882
MT,5107602,250242
MT,5107701,174245
MT,5107743,118416
MT,5107750,176572
MT,5107768,22547
MT,5107776,184098
MT,5107792,120
MT,5107800,438943
MT,5107859,266015
MT,5107875,109922
MT,5107883,57325
MT,5107909,43780
MT,5107925,51373
MT,5107941,118002
MT,5107958,208373
MT,5108006,28968
MT,5108055,189030
MT,5108105,102368
MT,5108204,114994
MT,5108303,24605
MT,5108352,102104
MT,5108402,25468
MT,5108501,17079
MT,5108600,514631
MT,5108808,101315
MT,5108857,64801
MT,5108907,51279
MT,5108956,283486
GO,5200050,10101
GO,5200100,48167
GO,5200134,63374
GO,5200159,11849
GO,5200175,43477
GO,5200209,52174
GO,5200258,1256
GO,5200308,36761
GO,5200506,8865
GO,5200555,38192
GO,5200605,30439
GO,5200803,30881
GO,5200829,81853
GO,5200852,15809
GO,5200902,39730
GO,5201108,53941
GO,5201207,5875
GO,5201306,95433
GO,5201405,6868
GO,5201454,47604
GO,5201504,178179
GO,5201603,18278
GO,5201702,23420
GO,5201801,15035
GO,5202155,129274
GO,5202353,75701
GO,5202502,265
GO,5202601,55569
GO,5202809,17933
GO,5203104,57040
GO,5203203,34355
GO,5203302,102225
GO,5203401,102464
GO,5203500,38216
GO,5203559,9504
GO,5203575,105837
GO,5203609,12429
GO,5203807,179
GO,5203906,69737
GO,5203939,20841
GO,5203962,9346
GO,5204003,27747
GO,5204102,135544
GO,5204201,111
GO,5204250,24689
GO,5204300,159199
GO,5204409,305266
GO,5204508,52810
GO,5204557,19217
GO,5204607,25755
GO,5204656,65070
GO,5204706,62225
GO,5204805,63938
GO,5204854,12184
GO,5204904,45100
GO,5204953,40012
GO,5205000,33552
GO,5205059,88
GO,5205109,127497
GO,5205208,25259
GO,5205307,54003
GO,5205406,18385
GO,5205455,30751
GO,5205471,7384
GO,5205497,11854
GO,5205513,60252
GO,5205521,27927
GO,5205703,54307
GO,5205802,58200
GO,5205901,526
GO,5206206,98739
GO,5206305,12239
GO,5206404,253561
GO,5206503,31472
GO,5206602,47593
GO,5206701,21553
GO,5206800,11393
GO,5206909,27742
GO,5207105,60662
GO,5207253,214202
GO,5207352,348
GO,5207402,46072
GO,5207501,15959
GO,5207535,125301
GO,5207600,110208
GO,5207808,48689
GO,5207907,156613
GO,5208004,196552
GO,5208103,48242
GO,5208152,28439
GO,5208301,46808
GO,5208400,13985
GO,5208509,38293
GO,5208608,99734
GO,5208707,23322
GO,5208806,18042
GO,5208905,237017
GO,5209101,70263
GO,5209150,31566
GO,5209200,48828
GO,5209291,21702
GO,5209408,56642
GO,5209457,42013
GO,5209606,18268
GO,5209705,65818
GO,5209804,48851
GO,5209903,142967
GO,5209937,26705
GO,5209952,60542
GO,5210000,70851
GO,5210109,158798
GO,5210158,17402
GO,5210208,78664
GO,5210307,209
GO,5210406,120038
GO,5210562,11854
GO,5210604,21894
GO,5210802,154570
GO,5210901,70291
GO,5211008,188676
GO,5211206,104817
GO,5211305,248994
GO,5211404,43961
GO,5211503,111693
GO,5211602,83088
GO,5211701,66061
GO,5211800,141373
GO,5211909,233831
GO,5212006,32618
GO,5212055,14417
GO,5212105,19509
GO,5212204,307201
GO,5212253,36162
GO,5212303,33509
GO,5212501,125179
GO,5212600,38160
GO,5212709,7026
GO,5212808,112657
GO,5212907,16737
GO,5212956,89886
GO,5213004,17973
GO,5213053,46785
GO,5213087,93296
GO,5213103,231136
GO,5213400,40129
GO,5213509,134050
GO,5213707,213602
GO,5213756,30946
GO,5213772,68230
GO,5213806,227783
GO,5213855,27704
GO,5213905,72024
GO,5214002,162820
GO,5214051,175236
GO,5214101,66616
GO,5214408,57803
GO,5214507,14926
GO,5214606,147565
GO,5214705,18992
GO,5214804,24447
GO,5214838,583411
GO,5214861,16895
GO,5214879,42216
GO,5214903,71749
GO,5215009,19561
GO,5215207,75292
GO,5215231,8091
GO,5215256,371
GO,5215306,135854
GO,5215405,29216
GO,5215504,23834
GO,5215603,110676
GO,5215652,88264
GO,5215702,114354
GO,5215801,4051
GO,5215900,35619
GO,5216007,20839
GO,5216304,66948
GO,5216403,134222
GO,5216452,12094
GO,5216809,63982
GO,5216908,62281
GO,5217104,192115
GO,5217203,139868
GO,5217302,100547
GO,5217401,83084
GO,5217609,34356
GO,5217708,111505
GO,5218003,315052
GO,5218052,45
GO,5218102,18989
GO,5218300,80886
GO,5218391,28337
GO,5218508,203894
GO,5218607,11538
GO,5218706,11920
GO,5218789,19085
GO,5218805,234921
GO,5218904,65269
GO,5219001,57392
GO,5219100,14547
GO,5219209,59751
GO,5219258,108226
GO,5219308,58828
GO,5219357,49369
GO,5219407,48598
GO,5219456,45154
GO,5219506,16505
GO,5219605,61745
GO,5219704,91758
GO,5219712,24319
GO,5219738,13024
GO,5219753,25613
GO,5219803,119563
GO,5219902,48007
GO,5220009,51577
GO,5220058,18766
GO,5220108,100749
GO,5220157,26299
GO,5220207,480849
GO,5220264,33547
GO,5220280,19268
GO,5220405,24950
GO,5220454,11101
GO,5220504,179045
GO,5220603,94251
GO,5220686,11776
GO,5220702,33745
GO,5221007,16073
GO,5221080,7222
GO,5221197,8790
GO,5221304,12991
GO,5221403,63661
GO,5221452,37955
GO,5221502,47777
GO,5221551,20648
GO,5221577,81074
GO,5221601,82465
GO,5221700,47340
GO,5221809,45727
GO,5221858,0
GO,5221908,43847
GO,5222005,43894
GO,5222054,24020
GO,5222203,42822
GO,5222302,79103
DF,5300108,62910
